Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,1213,2012-11-10,Stoke,QPR,1,0,H,0,0,D,M Atkinson,10,17,5,8,11,16,5,5,2,3,0,0,1.91,3.4,4.2,1.85,3.4,4.25,1.75,3.5,4.5
E0,1213,2012-11-10,Wigan,West Brom,1,2,A,1,2,A,N Swarbrick,14,7,6,4,9,13,5,8,1,4,0,0,2.3,3.4,3.1,2.35,3.3,3.2,2.35,3.3,2.85
E0,1213,2012-11-11,Chelsea,Liverpool,1,1,D,1,0,H,H Webb,12,9,3,5,12,13,4,7,1,3,0,0,1.95,3.5,4,1.95,3.7,3.9,1.85,3.45,4
E0,1213,2012-11-11,Man City,Tottenham,2,1,H,0,1,A,M Oliver,16,6,8,2,16,7,8,2,1,2,0,0,1.57,4,6,1.65,4.2,5.25,1.6,3.7,5.4
E0,1213,2012-11-11,Newcastle,West Ham,0,1,A,0,1,A,M Dean,14,10,9,5,8,14,11,4,1,2,0,0,1.95,3.6,3.8,1.95,3.4,3.8,1.85,3.45,4
E0,1213,2012-11-17,Arsenal,Tottenham,5,2,H,3,1,H,H Webb,13,6,10,4,13,12,6,6,1,2,0,1,1.91,3.75,3.8,1.95,3.7,3.9,2,3.3,3.6
E0,1213,2012-11-17,Liverpool,Wigan,3,0,H,0,0,D,K Friend,22,9,11,3,9,11,10,5,0,3,0,0,1.44,4.33,7.5,1.44,4.33,7,1.45,4,7
E0,1213,2012-11-17,Man City,Aston Villa,5,0,H,1,0,H,J Moss,21,10,8,8,9,4,9,4,0,1,0,0,1.2,6.5,15,1.22,6.5,10.5,1.2,5.8,13
E0,1213,2012-11-17,Newcastle,Swansea,1,2,A,0,0,D,P Dowd,27,15,10,9,7,7,5,4,1,3,0,0,1.91,3.6,4,1.87,3.5,4,1.8,3.5,4.2
E0,1213,2012-11-17,Norwich,Man United,1,0,H,0,0,D,A Taylor,10,12,5,9,10,7,0,12,0,1,0,0,7,4.5,1.44,7,4.5,1.42,7,4,1.45
E0,1213,2012-11-17,QPR,Southampton,1,3,A,0,2,A,M Dean,13,21,7,15,12,9,4,13,1,0,0,0,1.91,3.6,4,1.87,3.5,4,1.9,3.45,3.8
E0,1213,2012-11-17,Reading,Everton,2,1,H,0,1,A,M Atkinson,12,21,4,11,11,11,7,13,3,2,0,0,4.33,3.6,1.83,4.25,3.6,1.8,3.8,3.45,1.9
E0,1213,2012-11-17,West Brom,Chelsea,2,1,H,1,1,D,M Oliver,8,19,6,12,7,13,0,12,0,0,0,0,3.75,3.5,2,4.1,3.7,1.91,3.7,3.35,1.95
E0,1213,2012-11-18,Fulham,Sunderland,1,3,A,0,0,D,L Probert,18,12,13,9,9,13,4,4,1,3,1,0,1.67,3.75,5.25,1.75,3.6,5.25,1.75,3.5,4.5
E0,1213,2012-11-19,West Ham,Stoke,1,1,D,0,1,A,C Foy,16,12,11,6,8,9,12,4,1,0,0,0,2,3.4,3.8,2,3.5,3.9,1.9,3.45,3.8
E0,1213,2012-11-24,Aston Villa,Arsenal,0,0,D,0,0,D,L Mason,10,13,8,6,6,9,7,6,1,0,0,0,4.75,3.75,1.73,5,3.8,1.65,4.7,3.6,1.7
E0,1213,2012-11-24,Everton,Norwich,1,1,D,1,0,H,M Jones,14,8,9,4,10,18,4,2,0,3,0,0,1.44,4.33,7.5,1.44,4.2,7.25,1.5,4,6.1
E0,1213,2012-11-24,Man United,QPR,3,1,H,0,0,D,L Probert,15,10,10,6,6,10,9,7,1,1,0,0,1.17,7.5,15,1.18,6.25,16,1.15,7,15
E0,1213,2012-11-24,Stoke,Fulham,1,0,H,1,0,H,M Oliver,12,8,3,5,14,11,7,2,1,1,0,0,2.2,3.3,3.4,2.1,3.25,3.5,2.2,3.3,3.1
E0,1213,2012-11-24,Sunderland,West Brom,2,4,A,0,2,A,M Dean,19,11,12,6,12,15,7,2,2,3,0,0,2.5,3.3,2.88,2.45,3.2,2.85,2.3,3.3,2.9
E0,1213,2012-11-24,Wigan,Reading,3,2,H,0,1,A,H Webb,19,16,11,10,15,9,9,5,2,0,0,0,1.83,3.6,4.33,1.8,3.6,4.25,1.85,3.5,3.9
E0,1213,2012-11-25,Chelsea,Man City,0,0,D,0,0,D,C Foy,5,11,1,7,9,16,6,11,0,3,0,0,2.5,3.5,2.7,2.55,3.3,2.65,2.6,3.2,2.6
E0,1213,2012-11-25,Southampton,Newcastle,2,0,H,1,0,H,M Atkinson,17,8,10,3,12,14,4,3,2,2,0,0,2.3,3.5,3,2.25,3.4,3,2.5,3.3,2.65
E0,1213,2012-11-25,Swansea,Liverpool,0,0,D,0,0,D,J Moss,17,21,8,14,6,10,7,6,1,0,0,0,3.4,3.5,2.1,3.5,3.4,2.05,3.2,3.3,2.15
E0,1213,2012-11-25,Tottenham,West Ham,3,1,H,1,0,H,A Marriner,25,10,13,6,9,10,4,2,1,2,0,0,1.67,3.75,5.5,1.57,3.9,5.75,1.65,3.6,5.1
E0,1213,2012-11-27,Aston Villa,Reading,1,0,H,0,0,D,L Probert,15,11,7,6,10,5,8,3,1,0,0,0,1.95,3.4,4,1.9,3.4,4,2,3.4,3.5
E0,1213,2012-11-27,Sunderland,QPR,0,0,D,0,0,D,A Marriner,13,13,8,9,10,15,5,8,1,3,0,0,2.25,3.25,3.3,2.2,3.2,3.3,2,3.3,3.6
E0,1213,2012-11-28,Chelsea,Fulham,0,0,D,0,0,D,A Taylor,17,8,13,7,10,11,10,2,3,0,0,0,1.44,4.5,7,1.44,4.33,7,1.5,4,6.1
E0,1213,2012-11-28,Everton,Arsenal,1,1,D,1,1,D,M Oliver,14,12,10,9,15,9,6,6,2,1,0,0,2.5,3.4,2.75,2.45,3.2,2.85,2.4,3.3,2.75
E0,1213,2012-11-28,Man United,West Ham,1,0,H,1,0,H,M Jones,23,9,13,3,7,9,5,5,1,1,0,0,1.22,6.5,12,1.22,6,12,1.25,5.5,10.3
E0,1213,2012-11-28,Southampton,Norwich,1,1,D,1,1,D,M Clattenburg,8,9,2,5,11,7,3,7,1,1,0,0,2,3.4,3.8,2.1,3.3,3.4,2.1,3.3,3.3
E0,1213,2012-11-28,Stoke,Newcastle,2,1,H,0,0,D,H Webb,11,7,5,6,12,12,7,2,2,2,0,0,1.91,3.4,4.2,1.85,3.4,4.25,2,3.3,3.6
E0,1213,2012-11-28,Swansea,West Brom,3,1,H,3,1,H,L Mason,13,6,8,2,10,16,5,2,0,4,0,0,2.3,3.4,3.1,2.3,3.3,3,2.4,3.2,2.85
E0,1213,2012-11-28,Tottenham,Liverpool,2,1,H,2,0,H,P Dowd,14,14,7,9,4,14,1,12,1,2,0,0,2.4,3.4,2.88,2.35,3.3,2.9,2.15,3.3,3.2
E0,1213,2012-11-28,Wigan,Man City,0,2,A,0,0,D,M Halsey,9,15,4,6,13,12,6,6,1,1,0,0,6,4.2,1.53,6,4,1.53,5.4,3.7,1.6
E0,1213,2012-12-01,Arsenal,Swansea,0,2,A,0,0,D,M Clattenburg,10,12,8,10,11,9,8,5,1,0,0,0,1.44,4.5,7,1.45,4.2,7,1.42,4.4,7.2
E0,1213,2012-12-01,Fulham,Tottenham,0,3,A,0,0,D,C Foy,8,10,2,6,10,8,2,1,0,2,0,0,2.88,3.3,2.5,2.9,3.3,2.35,2.75,3.2,2.45
E0,1213,2012-12-01,Liverpool,Southampton,1,0,H,1,0,H,M Oliver,24,8,11,4,10,8,10,4,2,0,0,0,1.4,4.5,8.5,1.4,4.5,7.5,1.4,4.4,7.3
E0,1213,2012-12-01,Man City,Everton,1,1,D,1,1,D,L Probert,9,8,6,5,16,12,5,2,2,1,0,0,1.5,4,7,1.55,3.7,6.5,1.5,4,6.1
E0,1213,2012-12-01,QPR,Aston Villa,1,1,D,1,1,D,H Webb,17,7,12,3,5,6,11,4,1,2,0,0,1.95,3.5,4,1.95,3.4,3.8,2,3.3,3.6
E0,1213,2012-12-01,Reading,Man United,3,4,A,3,4,A,M Halsey,10,10,7,5,10,12,6,1,1,1,0,0,7.5,4.75,1.4,7.75,4.4,1.4,7.2,3.8,1.4
E0,1213,2012-12-01,West Brom,Stoke,0,1,A,0,0,D,K Friend,14,6,11,4,8,15,5,5,0,3,0,0,2.1,3.25,3.75,2,3.25,3.8,2.05,3.3,3.5
E0,1213,2012-12-01,West Ham,Chelsea,3,1,H,0,1,A,M Atkinson,16,16,13,9,15,6,14,5,1,2,0,0,4,3.5,1.91,3.8,3.5,1.91,3.7,3.35,1.95
E0,1213,2012-12-02,Norwich,Sunderland,2,1,H,2,1,H,P Dowd,7,16,5,6,11,16,2,6,0,2,0,0,2.1,3.3,3.6,2.05,3.3,3.6,2.15,3.3,3.2
E0,1213,2012-12-03,Newcastle,Wigan,3,0,H,2,0,H,M Jones,16,9,8,4,12,14,4,4,1,3,0,1,2,3.4,3.75,1.95,3.4,3.8,2,3.3,3.6
E0,1213,2012-12-08,Arsenal,West Brom,2,0,H,1,0,H,M Jones,16,7,7,2,11,12,7,4,2,3,0,0,1.5,4.33,6.5,1.48,4.2,6.5,1.5,4,6.1
E0,1213,2012-12-08,Aston Villa,Stoke,0,0,D,0,0,D,R East,9,1,5,0,8,13,3,2,0,1,0,1,2.4,3.2,3.1,2.4,3.1,3,2.4,3.3,2.75
E0,1213,2012-12-08,Southampton,Reading,1,0,H,0,0,D,J Moss,18,6,9,2,11,10,7,4,0,0,0,0,1.91,3.6,4,1.9,3.4,4,1.95,3.35,3.7
E0,1213,2012-12-08,Sunderland,Chelsea,1,3,A,0,2,A,M Halsey,14,11,10,5,11,14,11,1,1,3,0,0,4.75,3.5,1.8,4.75,3.7,1.7,4.2,3.5,1.8
E0,1213,2012-12-08,Swansea,Norwich,3,4,A,0,3,A,H Webb,21,10,10,8,12,9,6,2,2,1,0,0,1.8,3.6,4.5,1.78,3.5,4.5,1.85,3.45,4
E0,1213,2012-12-08,Wigan,QPR,2,2,D,1,1,D,P Dowd,14,8,9,4,7,11,11,4,0,1,0,0,2.3,3.4,3.1,2.35,3.3,2.9,2.2,3.3,3.1
E0,1213,2012-12-09,Everton,Tottenham,2,1,H,0,0,D,K Friend,17,8,11,6,10,9,4,4,2,2,0,0,2,3.5,3.75,2,3.3,3.75,2.1,3.3,3.3
E0,1213,2012-12-09,Man City,Man United,2,3,A,0,2,A,M Atkinson,16,8,11,3,11,9,8,2,4,3,0,0,2.2,3.5,3.2,2.15,3.3,3.3,2.3,3.3,2.9
E0,1213,2012-12-09,West Ham,Liverpool,2,3,A,2,1,H,L Probert,9,16,6,8,12,10,2,5,1,2,0,0,3,3.3,2.38,2.9,3.25,2.4,2.75,3.3,2.4
E0,1213,2012-12-10,Fulham,Newcastle,2,1,H,1,0,H,L Mason,16,20,7,13,13,11,5,4,0,0,0,0,1.91,3.6,4,1.85,3.4,4.25,1.9,3.45,3.8
E0,1213,2012-12-11,Sunderland,Reading,3,0,H,2,0,H,N Swarbrick,16,12,11,5,8,11,6,8,2,1,0,0,2,3.5,3.75,1.95,3.4,3.8,1.95,3.4,3.6
E0,1213,2012-12-15,Liverpool,Aston Villa,1,3,A,0,2,A,N Swarbrick,26,9,17,6,4,11,7,2,1,2,0,0,1.36,4.75,9,1.35,4.5,9.25,1.4,4.4,7.3
E0,1213,2012-12-15,Man United,Sunderland,3,1,H,2,0,H,C Foy,15,13,6,10,13,10,9,9,0,0,0,0,1.2,6.5,15,1.18,6.75,13.5,1.18,6.5,14
E0,1213,2012-12-15,Newcastle,Man City,1,3,A,0,2,A,A Marriner,17,16,8,10,9,16,12,7,3,2,0,0,5.5,3.75,1.67,5,3.9,1.62,5.1,3.6,1.65
E0,1213,2012-12-15,Norwich,Wigan,2,1,H,1,0,H,L Probert,16,12,10,6,7,4,7,3,3,1,0,0,2.2,3.4,3.25,2.1,3.3,3.4,2.05,3.3,3.5
E0,1213,2012-12-15,QPR,Fulham,2,1,H,0,0,D,M Atkinson,19,6,9,3,10,14,3,3,1,2,0,0,2.4,3.4,2.88,2.4,3.4,2.8,2.5,3.3,2.65
E0,1213,2012-12-15,Stoke,Everton,1,1,D,0,1,A,M Halsey,14,9,8,5,11,13,4,8,1,0,0,0,3.1,3.2,2.4,3,3.2,2.35,2.75,3.3,2.4
E0,1213,2012-12-16,Tottenham,Swansea,1,0,H,0,0,D,M Dean,24,4,16,0,12,8,9,3,2,3,0,0,1.62,4,5.5,1.62,3.9,5,1.6,3.7,5.4
E0,1213,2012-12-16,West Brom,West Ham,0,0,D,0,0,D,P Dowd,19,10,10,2,12,9,8,2,3,3,0,0,2,3.5,3.75,1.9,3.4,4,2,3.3,3.6
E0,1213,2012-12-17,Reading,Arsenal,2,5,A,0,3,A,A Taylor,7,25,5,17,8,4,3,7,1,1,0,0,5.5,4,1.62,5.25,3.9,1.6,5.1,3.6,1.65
E0,1213,2012-12-22,Liverpool,Fulham,4,0,H,2,0,H,M Clattenburg,22,7,12,6,13,6,8,2,1,2,0,0,1.53,4,6.5,1.57,3.7,6.25,1.57,3.75,5.6
E0,1213,2012-12-22,Man City,Reading,1,0,H,0,0,D,M Dean,17,6,10,1,11,15,12,3,2,3,0,0,1.14,8,19,1.15,8,14,1.12,8,16
E0,1213,2012-12-22,Newcastle,QPR,1,0,H,0,0,D,K Friend,18,5,8,4,9,16,10,3,3,2,0,0,2.1,3.4,3.5,2.05,3.3,3.6,1.95,3.35,3.7
E0,1213,2012-12-22,Southampton,Sunderland,0,1,A,0,1,A,H Webb,13,10,7,6,11,15,8,5,0,3,0,0,2,3.5,3.75,1.95,3.4,3.9,2,3.3,3.6
E0,1213,2012-12-22,Tottenham,Stoke,0,0,D,0,0,D,L Mason,21,4,14,2,8,11,11,4,2,5,0,0,1.62,3.75,6,1.57,3.75,6.25,1.67,3.55,5
E0,1213,2012-12-22,West Brom,Norwich,2,1,H,1,1,D,M Atkinson,12,10,8,4,14,9,6,5,1,1,0,0,1.91,3.6,4,1.95,3.5,3.8,2.05,3.3,3.5
E0,1213,2012-12-22,West Ham,Everton,1,2,A,1,0,H,A Taylor,6,15,5,8,12,8,3,5,1,0,1,1,2.88,3.25,2.5,2.85,3.2,2.5,2.75,3.3,2.4
E0,1213,2012-12-22,Wigan,Arsenal,0,1,A,0,0,D,J Moss,13,10,5,8,14,8,4,4,1,1,0,0,4.75,3.75,1.73,4.5,3.9,1.7,4.7,3.6,1.7
E0,1213,2012-12-23,Chelsea,Aston Villa,8,0,H,3,0,H,P Dowd,24,7,18,4,6,11,8,4,0,0,0,0,1.33,5.5,8.5,1.34,5,8.25,1.33,4.8,8.3
E0,1213,2012-12-23,Swansea,Man United,1,1,D,1,1,D,M Oliver,14,19,10,16,11,16,3,6,2,4,0,0,5,4,1.67,5,4,1.62,5.4,3.7,1.6
E0,1213,2012-12-26,Aston Villa,Tottenham,0,4,A,0,0,D,M Clattenburg,4,20,1,16,11,7,2,16,1,0,0,0,3.75,3.5,2,3.75,3.5,1.95,3.3,3.3,2.1
E0,1213,2012-12-26,Everton,Wigan,2,1,H,0,0,D,L Mason,17,10,9,6,10,11,11,2,1,3,0,0,1.44,4.5,7,1.48,4.1,7,1.47,4,6.6
E0,1213,2012-12-26,Fulham,Southampton,1,1,D,1,0,H,M Oliver,10,7,2,3,14,12,3,5,3,0,0,0,1.85,3.6,4.2,1.83,3.75,4,1.85,3.45,4
E0,1213,2012-12-26,Man United,Newcastle,4,3,H,1,2,A,M Dean,16,16,10,11,12,16,2,2,3,3,0,0,1.22,6.5,13,1.22,6.5,11,1.25,5.6,10
E0,1213,2012-12-26,Norwich,Chelsea,0,1,A,0,1,A,J Moss,8,20,4,11,7,7,5,7,1,1,0,0,6,3.75,1.62,5.5,4,1.57,5.4,3.7,1.6
E0,1213,2012-12-26,QPR,West Brom,1,2,A,0,1,A,C Foy,18,12,8,6,9,10,14,9,1,0,0,0,2.2,3.4,3.25,2.25,3.3,3.1,2.3,3.3,2.9
E0,1213,2012-12-26,Reading,Swansea,0,0,D,0,0,D,M Jones,3,10,2,4,14,17,6,4,2,1,0,0,2.9,3.4,2.38,2.9,3.4,2.35,2.75,3.3,2.4
E0,1213,2012-12-26,Stoke,Liverpool,3,1,H,2,1,H,H Webb,7,12,6,6,11,5,6,8,3,1,0,0,3.4,3.2,2.25,3.1,3.2,2.3,2.75,3.3,2.4
E0,1213,2012-12-26,Sunderland,Man City,1,0,H,0,0,D,K Friend,12,19,6,12,14,16,3,7,1,3,0,0,6.5,4,1.53,6.5,4.1,1.5,5.6,3.9,1.55
E0,1213,2012-12-29,Arsenal,Newcastle,7,3,H,1,1,D,C Foy,16,10,12,8,8,10,5,6,0,1,0,0,1.44,4.5,7,1.45,4.5,6.5,1.5,4,6.1
E0,1213,2012-12-29,Aston Villa,Wigan,0,3,A,0,1,A,K Friend,11,9,4,6,16,8,4,3,3,2,0,0,2.4,3.25,3,2.35,3.2,3.1,2.2,3.2,3.2
E0,1213,2012-12-29,Fulham,Swansea,1,2,A,0,1,A,A Marriner,22,10,13,9,14,12,9,8,2,1,0,0,2.1,3.4,3.5,2.05,3.5,3.4,2.2,3.3,3.1
E0,1213,2012-12-29,Man United,West Brom,2,0,H,1,0,H,J Moss,17,13,14,9,9,7,9,6,1,0,0,0,1.3,5.5,10,1.3,5.25,9.25,1.27,5.2,10
E0,1213,2012-12-29,Norwich,Man City,3,4,A,1,2,A,M Jones,13,13,8,9,8,10,4,9,3,1,0,1,6,4,1.57,6.25,3.75,1.57,5.4,3.7,1.6
E0,1213,2012-12-29,Reading,West Ham,1,0,H,1,0,H,M Oliver,3,11,2,3,17,10,2,2,3,4,0,0,2.88,3.25,2.5,2.8,3.25,2.5,2.6,3.2,2.6
E0,1213,2012-12-29,Stoke,Southampton,3,3,D,1,3,A,M Clattenburg,10,8,8,7,6,9,7,4,1,2,1,0,1.8,3.5,4.75,1.75,3.4,5,1.8,3.5,4.2
E0,1213,2012-12-29,Sunderland,Tottenham,1,2,A,1,0,H,L Mason,9,18,6,14,9,15,3,8,1,3,0,0,3.5,3.4,2.1,3.5,3.4,2.05,3.3,3.3,2.1
E0,1213,2012-12-30,Everton,Chelsea,1,2,A,1,1,D,H Webb,12,15,6,10,14,12,7,7,2,3,0,0,2.88,3.3,2.5,2.9,3.2,2.45,2.65,3.3,2.5
E0,1213,2012-12-30,QPR,Liverpool,0,3,A,0,3,A,A Taylor,14,16,7,11,10,8,1,9,2,1,0,0,4,3.5,1.91,4,3.6,1.87,3.8,3.45,1.9
E0,1213,2013-01-01,Man City,Stoke,3,0,H,1,0,H,M Oliver,17,4,9,3,6,9,7,2,2,2,0,0,1.29,5.5,11,1.28,5,12,1.27,5.2,10
E0,1213,2013-01-01,Southampton,Arsenal,1,1,D,1,1,D,L Probert,9,6,6,4,9,6,3,3,2,0,0,0,5,3.75,1.7,5,3.9,1.65,4.7,3.6,1.7
E0,1213,2013-01-01,Swansea,Aston Villa,2,2,D,1,1,D,M Halsey,23,8,13,6,7,15,3,2,0,4,0,0,1.57,4,6,1.57,4,5.5,1.6,3.7,5.4
E0,1213,2013-01-01,Tottenham,Reading,3,1,H,1,1,D,H Webb,30,7,20,4,9,9,12,3,0,0,0,0,1.33,5,10,1.34,4.75,9.25,1.35,4.8,7.6
E0,1213,2013-01-01,West Brom,Fulham,1,2,A,0,1,A,M Dean,17,10,10,5,14,6,10,5,0,0,0,0,2,3.5,3.75,1.95,3.4,3.9,2,3.3,3.6
E0,1213,2013-01-01,West Ham,Norwich,2,1,H,2,0,H,M Clattenburg,14,9,8,3,14,7,11,3,0,0,0,0,2.1,3.4,3.5,2.05,3.3,3.6,2.2,3.3,3.1
E0,1213,2013-01-01,Wigan,Man United,0,4,A,0,2,A,A Marriner,7,14,3,9,13,5,1,6,1,1,0,0,6,4.2,1.53,6.25,4.2,1.5,6.1,4,1.5
E0,1213,2013-01-02,Chelsea,QPR,0,1,A,0,0,D,L Mason,23,8,11,5,12,8,14,2,1,1,0,0,1.2,6.5,15,1.2,6.25,14,1.22,5.5,12
E0,1213,2013-01-02,Liverpool,Sunderland,3,0,H,2,0,H,P Dowd,27,6,16,5,8,5,9,5,0,1,0,0,1.4,4.5,8.5,1.4,4.33,8.25,1.45,4,7
E0,1213,2013-01-02,Newcastle,Everton,1,2,A,1,1,D,M Atkinson,14,7,11,6,21,7,4,6,3,2,0,0,3,3.4,2.38,2.95,3.25,2.4,2.75,3.3,2.4
E0,1213,2013-01-12,Aston Villa,Southampton,0,1,A,0,1,A,M Halsey,16,11,10,4,9,6,9,5,1,1,0,0,2.55,3.5,2.9,2.45,3.25,2.85,2.3,3.3,2.9
E0,1213,2013-01-12,Everton,Swansea,0,0,D,0,0,D,P Dowd,16,4,8,2,13,9,7,1,1,4,0,0,1.57,4.2,6.5,1.53,4.1,6,1.6,3.7,5.4
E0,1213,2013-01-12,Fulham,Wigan,1,1,D,1,0,H,M Clattenburg,14,15,5,6,8,15,6,8,0,1,0,0,2.05,3.5,4,1.91,3.4,4,1.9,3.45,3.8
E0,1213,2013-01-12,Norwich,Newcastle,0,0,D,0,0,D,A Taylor,12,9,3,4,5,6,5,4,0,1,0,0,2.2,3.6,3.4,2.15,3.4,3.25,2.1,3.3,3.3
E0,1213,2013-01-12,QPR,Tottenham,0,0,D,0,0,D,L Probert,4,16,1,8,10,7,2,6,1,1,0,0,4.5,3.8,1.85,4.2,3.7,1.8,3.8,3.45,1.9
E0,1213,2013-01-12,Reading,West Brom,3,2,H,0,1,A,K Friend,7,11,7,6,6,13,8,4,1,1,0,0,3,3.4,2.5,2.9,3.2,2.45,2.6,3.2,2.6
E0,1213,2013-01-12,Stoke,Chelsea,0,4,A,0,1,A,A Marriner,11,11,5,9,13,9,6,7,1,0,0,0,4.33,3.5,1.95,4,3.4,1.91,3.8,3.45,1.9
E0,1213,2013-01-12,Sunderland,West Ham,3,0,H,1,0,H,N Swarbrick,18,9,14,4,10,13,4,6,0,3,0,0,2.38,3.3,3.3,2.3,3.2,3.1,2.2,3.3,3.1
E0,1213,2013-01-13,Arsenal,Man City,0,2,A,0,2,A,M Dean,9,16,4,9,11,18,2,7,2,4,1,1,2.63,3.5,2.8,2.55,3.4,2.65,2.65,3.3,2.5
E0,1213,2013-01-13,Man United,Liverpool,2,1,H,1,0,H,H Webb,15,12,10,5,14,16,3,1,1,4,0,0,1.91,3.8,4.2,1.8,3.8,4.1,1.75,3.6,4.3
E0,1213,2013-01-16,Chelsea,Southampton,2,2,D,2,0,H,M Oliver,19,7,10,3,10,11,4,3,1,0,0,0,1.25,6.5,15,1.23,6.25,11,1.25,5.5,10.3
E0,1213,2013-01-19,Liverpool,Norwich,5,0,H,2,0,H,M Oliver,17,5,10,3,10,8,10,4,1,1,0,0,1.33,5.5,10.5,1.3,5.25,9.75,1.33,4.8,8.3
E0,1213,2013-01-19,Man City,Fulham,2,0,H,1,0,H,J Moss,20,3,11,0,12,6,1,2,1,2,0,0,1.25,6.5,14,1.23,6,11.5,1.22,5.5,12
E0,1213,2013-01-19,Newcastle,Reading,1,2,A,1,0,H,A Marriner,15,6,10,2,9,10,6,2,2,3,0,0,1.75,4,5,1.72,3.75,4.6,1.8,3.5,4.2
E0,1213,2013-01-19,Swansea,Stoke,3,1,H,0,0,D,M Dean,12,7,6,2,11,9,7,6,0,0,0,0,2.2,3.4,3.6,2.1,3.4,3.4,2,3.3,3.6
E0,1213,2013-01-19,West Brom,Aston Villa,2,2,D,0,2,A,L Probert,25,11,9,7,8,10,8,8,3,3,0,0,1.75,4,5,1.72,3.8,4.5,1.8,3.5,4.2
E0,1213,2013-01-19,West Ham,QPR,1,1,D,0,1,A,H Webb,22,9,13,6,6,11,12,2,1,0,0,0,2.1,3.5,3.75,2,3.5,3.6,2,3.3,3.6
E0,1213,2013-01-19,Wigan,Sunderland,2,3,A,1,3,A,A Taylor,20,10,11,5,10,16,9,0,3,2,0,0,2.15,3.4,3.8,2.1,3.25,3.6,2.15,3.3,3.2
E0,1213,2013-01-20,Chelsea,Arsenal,2,1,H,2,0,H,M Atkinson,13,12,8,8,10,11,3,9,2,1,0,0,1.91,3.6,4,1.91,3.4,4,1.9,3.45,3.8
E0,1213,2013-01-20,Tottenham,Man United,1,1,D,0,1,A,C Foy,23,6,18,4,7,14,9,4,1,4,0,0,2.9,3.6,2.5,2.85,3.6,2.3,2.9,3.3,2.3
E0,1213,2013-01-21,Southampton,Everton,0,0,D,0,0,D,N Swarbrick,14,10,11,7,14,11,10,6,2,1,0,0,3.6,3.5,2.05,3.9,3.5,1.91,3.6,3.3,2
E0,1213,2013-01-23,Arsenal,West Ham,5,1,H,1,1,D,A Marriner,23,7,17,5,9,10,13,5,0,1,0,0,1.44,4.75,8,1.44,4.1,7.75,1.4,4.4,7.3
E0,1213,2013-01-29,Aston Villa,Newcastle,1,2,A,0,2,A,M Dean,10,10,4,7,16,9,3,4,5,2,0,0,2.9,3.4,2.6,2.85,3.2,2.5,2.4,3.3,2.75
E0,1213,2013-01-29,QPR,Man City,0,0,D,0,0,D,P Dowd,5,15,3,7,9,9,2,10,2,2,0,0,7.5,4.5,1.5,7,4.4,1.44,5.6,3.9,1.55
E0,1213,2013-01-29,Stoke,Wigan,2,2,D,1,0,H,M Jones,9,11,4,6,12,10,0,1,1,1,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2,3.3,3.6
E0,1213,2013-01-29,Sunderland,Swansea,0,0,D,0,0,D,A Marriner,4,18,2,8,11,11,3,4,1,2,0,0,2.5,3.4,3,2.55,3.25,2.75,2.2,3.3,3.1
E0,1213,2013-01-30,Arsenal,Liverpool,2,2,D,0,1,A,K Friend,14,10,6,5,9,11,8,6,3,1,0,0,2.4,3.5,3.1,2.4,3.2,3,2.2,3.3,3.1
E0,1213,2013-01-30,Everton,West Brom,2,1,H,2,0,H,M Oliver,11,7,4,4,9,14,5,2,0,2,0,0,1.6,4.1,6.5,1.53,4.1,6,1.6,3.7,5.4
E0,1213,2013-01-30,Fulham,West Ham,3,1,H,1,0,H,C Foy,13,8,6,4,8,9,2,8,2,0,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2,3.3,3.6
E0,1213,2013-01-30,Man United,Southampton,2,1,H,2,1,H,L Mason,11,21,7,10,10,10,4,8,2,1,0,0,1.25,6.5,14,1.2,7,11.5,1.15,7,15
E0,1213,2013-01-30,Norwich,Tottenham,1,1,D,1,0,H,N Swarbrick,8,12,4,7,13,14,3,6,4,1,0,0,4.75,3.75,1.83,4.6,3.6,1.75,4,3.45,1.85
E0,1213,2013-01-30,Reading,Chelsea,2,2,D,0,1,A,M Halsey,5,14,2,5,8,20,0,6,1,2,0,0,7.5,4.5,1.5,7.25,4.2,1.45,6.1,4,1.5
E0,1213,2013-02-02,Arsenal,Stoke,1,0,H,0,0,D,C Foy,15,6,9,2,3,13,11,1,0,3,0,0,1.44,4.5,9,1.42,4.2,8.25,1.45,4,7
E0,1213,2013-02-02,Everton,Aston Villa,3,3,D,1,2,A,M Jones,22,8,13,4,6,23,15,2,1,4,0,0,1.4,5,9,1.35,4.6,9.25,1.42,4.4,7.2
E0,1213,2013-02-02,Fulham,Man United,0,1,A,0,0,D,K Friend,15,13,8,8,8,15,5,8,1,1,0,0,5.5,4.2,1.65,5.5,4.1,1.57,5.6,3.75,1.57
E0,1213,2013-02-02,Newcastle,Chelsea,3,2,H,1,0,H,H Webb,19,12,13,6,11,5,5,4,2,3,0,0,4,3.6,2,3.75,3.7,1.9,4,3.45,1.85
